,sentence,values
2741,"a shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown .",0.90278
2742,"while cherish does n't completely survive its tonal transformation from dark comedy to suspense thriller , it 's got just enough charm and appealing character quirks to forgive that still serious problem .",0.65278
2743,"in many ways , reminiscent of  's unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue .",0.56944
2744,"we admire this film for its harsh objectivity and refusal to seek our tears , our sympathies .",0.81944
2745,"an often watchable , though goofy and lurid , blast of a costume drama set in the late 15th century .",0.70833
2746,"the entire cast is first-rate , especially sorvino .",0.88889
2747,the cat 's meow marks a return to form for director peter bogdanovich ...,0.61111
2748,this one is strictly a lightweight escapist film .,0.56944
2749,"this sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .",0.88889
2750,the culmination of everyone 's efforts is given life when a selection appears in its final form ( in `` last dance '' ) .,0.59722
2751,"in questioning the election process , payami graphically illustrates the problems of fledgling democracies , but also the strength and sense of freedom the iranian people already possess , with or without access to the ballot box .",0.70833
2752,a very charming and funny movie .,0.8333299999999999
2753,this is a film that manages to find greatness in the hue of its drastic iconography .,0.70833
2754,"streamlined to a tight , brisk -minute screwball thriller , `` big trouble '' is funny , harmless and as substantial as a tub of popcorn with extra butter .",0.58333
2755,consummate actor barry has done excellent work here .,0.8472200000000001
2756,the biggest problem with this movie is that it 's not nearly long enough .,0.55556
2757,"while not all that bad of a movie , it 's nowhere near as good as the original .",0.22222
2758,ali 's graduation from little screen to big is far less painful than his opening scene encounter with an over-amorous terrier .,0.48611
2759,"i have always appreciated a smartly written motion picture , and , whatever flaws igby goes down may possess , it is undeniably that .",0.72222
2760,you can sip your vintage wines and watch your merchant ivory productions ; i 'll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week .,0.8333299999999999
2761,may be the most undeserving victim of critical overkill since town and country .,0.44444
2762,"a chilly , brooding but quietly resonant psychological study of domestic tension and unhappiness .",0.63889
2763,"the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds .",0.76389
2764,"cold , nervy and memorable .",0.72222
2765,becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters .,0.63889
2766,spend your benjamins on a matinee .,0.4305600000000001
2767,"all in all , it 's a pretty good execution of a story that 's a lot richer than the ones hollywood action screenwriters usually come up with on their own .",0.77778
2768,worth seeing just for weaver and lapaglia .,0.73611
2769,a pleasant piece of escapist entertainment .,0.86111
2770,among the many pleasures are the lively intelligence of the artists and their perceptiveness about their own situations .,0.625
2771,"it 's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought .",0.77778
2772,"it 's the cute frissons of discovery and humor between chaplin and kidman that keep this nicely wound clock not just ticking , but humming .",0.77778
2773,"the storytelling may be ordinary , but the cast is one of those all-star reunions that fans of gosford park have come to assume is just another day of brit cinema .",0.66667
2774,there 's something about a marching band that gets me where i live .,0.55556
2775,"cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective .",0.81944
2776,"it 's definitely an improvement on the first blade , since it does n't take itself so deadly seriously .",0.70833
2777,"a slam-bang extravaganza that is all about a wild-and-woolly , wall-to-wall good time .",0.88889
2778,what 's infuriating about full frontal is that it 's too close to real life to make sense .,0.25
2779,what 's invigorating about it is that it does n't give a damn .,0.66667
2780,is red dragon worthy of a place alongside the other hannibal movies ?,0.44444
2781,"as hannibal would say , yes , ` it 's like having an old friend for dinner ' .",0.61111
2782,writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured .,0.80556
2783,"insightfully written , delicately performed",0.8472200000000001
2784,perhaps the grossest movie ever made .,0.097222
2785,"funny , though .",0.58333
2786,this -minute postmodern voyage was more diverting and thought-provoking than i 'd expected it to be .,0.75
2787,one of those exceedingly rare films in which the talk alone is enough to keep us involved .,0.875
2788,"a heartbreakingly thoughtful minor classic , the work of a genuine and singular artist .",0.86111
2789,an affectionately goofy satire that 's unafraid to throw elbows when necessary ...,0.79167
2790,"between them , de niro and murphy make showtime the most savory and hilarious guilty pleasure of many a recent movie season .",0.94444
2791,"jackson tries to keep the plates spinning as best he can , but all the bouncing back and forth ca n't help but become a bit tedious -- even with the breathtaking landscapes and villainous varmints there to distract you from the ricocheting .",0.55556
2792,"filmmakers david weissman and bill weber benefit enormously from the cockettes ' camera craziness -- not only did they film performances , but they did the same at home .",0.65278
